"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"job19wq  ","P",01/01/2023 2:30,0,1,"",26.6,<0> ,51.0,<0> ,33.4,<0> ,83.7,<0> ,5.6,<0> ,0.47,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 2:45,0,1,"",26.6,<0> ,51.02,<0> ,33.5,<0> ,83.6,<0> ,5.6,<0> ,0.47,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 3:00,0,1,"",26.6,<0> ,51.05,<0> ,33.5,<0> ,85.7,<0> ,5.7,<0> ,0.48,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 3:15,0,1,"",26.6,<0> ,51.02,<0> ,33.5,<0> ,83.7,<0> ,5.6,<0> ,0.47,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 3:30,0,1,"",26.6,<0> ,51.03,<0> ,33.5,<0> ,84.8,<0> ,5.6,<0> ,0.48,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 3:45,0,1,"",26.6,<0> ,51.0,<0> ,33.4,<0> ,85.6,<0> ,5.7,<0> ,0.49,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 4:00,0,1,"",26.6,<0> ,51.02,<0> ,33.5,<0> ,81.6,<0> ,5.4,<0> ,0.5,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 4:15,0,1,"",26.5,<0> ,50.98,<0> ,33.4,<0> ,80.5,<0> ,5.4,<0> ,0.51,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 4:30,0,1,"",26.5,<0> ,50.97,<0> ,33.4,<0> ,79.8,<0> ,5.3,<0> ,0.51,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 4:45,0,1,"",26.5,<0> ,51.07,<0> ,33.5,<0> ,81.4,<0> ,5.4,<0> ,0.53,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 5:00,0,1,"",26.5,<0> ,50.94,<0> ,33.4,<0> ,81.0,<0> ,5.4,<0> ,0.53,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 5:15,0,1,"",26.4,<0> ,50.95,<0> ,33.4,<0> ,82.7,<0> ,5.5,<0> ,0.54,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 5:30,0,1,"",26.4,<0> ,50.95,<0> ,33.4,<0> ,81.7,<0> ,5.5,<0> ,0.56,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 5:45,0,1,"",26.4,<0> ,50.95,<0> ,33.4,<0> ,82.2,<0> ,5.5,<0> ,0.57,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 6:00,0,1,"",26.4,<0> ,50.93,<0> ,33.4,<0> ,84.4,<0> ,5.6,<0> ,0.58,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 6:15,0,1,"",26.4,<0> ,50.93,<0> ,33.4,<0> ,84.9,<0> ,5.7,<0> ,0.59,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 6:30,0,1,"",26.4,<0> ,50.89,<0> ,33.4,<0> ,84.7,<0> ,5.7,<0> ,0.6,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 6:45,0,1,"",26.4,<0> ,50.88,<0> ,33.4,<0> ,83.8,<0> ,5.6,<0> ,0.61,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 7:00,0,1,"",26.4,<0> ,50.89,<0> ,33.4,<0> ,83.8,<0> ,5.6,<0> ,0.61,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 7:15,0,1,"",26.4,<0> ,50.92,<0> ,33.4,<0> ,82.6,<0> ,5.5,<0> ,0.63,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 7:30,0,1,"",26.4,<0> ,50.91,<0> ,33.4,<0> ,82.8,<0> ,5.5,<0> ,0.63,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 7:45,0,1,"",26.4,<0> ,51.07,<0> ,33.5,<0> ,81.9,<0> ,5.5,<0> ,0.64,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 8:00,0,1,"",26.4,<0> ,50.93,<0> ,33.4,<0> ,81.0,<0> ,5.4,<0> ,0.64,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 8:15,0,1,"",26.4,<0> ,50.94,<0> ,33.4,<0> ,81.6,<0> ,5.5,<0> ,0.64,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 8:30,0,1,"",26.4,<0> ,50.91,<0> ,33.4,<0> ,81.0,<0> ,5.4,<0> ,0.65,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 8:45,0,1,"",26.4,<0> ,50.89,<0> ,33.4,<0> ,80.7,<0> ,5.4,<0> ,0.65,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 9:00,0,1,"",26.4,<0> ,50.89,<0> ,33.4,<0> ,81.9,<0> ,5.5,<0> ,0.65,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 9:15,0,1,"",26.4,<0> ,51.16,<0> ,33.6,<0> ,84.5,<0> ,5.6,<0> ,0.65,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 9:30,0,1,"",26.5,<0> ,50.9,<0> ,33.4,<0> ,84.8,<0> ,5.7,<0> ,0.63,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 9:45,0,1,"",26.5,<0> ,50.86,<0> ,33.3,<0> ,84.0,<0> ,5.6,<0> ,0.63,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,3,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 10:00,0,1,"",26.5,<0> ,50.85,<0> ,33.3,<0> ,87.5,<0> ,5.8,<0> ,0.62,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 10:15,0,1,"",26.7,<0> ,50.89,<0> ,33.4,<0> ,95.1,<0> ,6.3,<0> ,0.62,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 10:30,0,1,"",26.8,<0> ,50.89,<0> ,33.4,<0> ,102.0,<0> ,6.8,<0> ,0.61,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 10:45,0,1,"",26.8,<0> ,50.88,<0> ,33.3,<0> ,102.9,<0> ,6.8,<0> ,0.6,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 11:00,0,1,"",26.9,<0> ,50.86,<0> ,33.3,<0> ,104.1,<0> ,6.9,<0> ,0.58,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 11:15,0,1,"",27.0,<0> ,50.93,<0> ,33.4,<0> ,111.8,<0> ,7.4,<0> ,0.58,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 11:30,0,1,"",27.1,<0> ,50.87,<0> ,33.3,<0> ,115.8,<0> ,7.7,<0> ,0.56,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 11:45,0,1,"",27.1,<0> ,50.89,<0> ,33.3,<0> ,117.2,<0> ,7.7,<0> ,0.56,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 12:00,0,1,"",27.1,<0> ,50.91,<0> ,33.4,<0> ,116.7,<0> ,7.7,<0> ,0.55,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 12:15,0,1,"",27.1,<0> ,50.94,<0> ,33.4,<0> ,115.3,<0> ,7.6,<0> ,0.54,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 12:30,0,1,"",27.0,<0> ,50.92,<0> ,33.4,<0> ,114.5,<0> ,7.6,<0> ,0.54,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 12:45,0,1,"",27.1,<0> ,50.91,<0> ,33.4,<0> ,115.3,<0> ,7.6,<0> ,0.53,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 13:00,0,1,"",27.2,<0> ,50.93,<0> ,33.4,<0> ,117.6,<0> ,7.8,<0> ,0.52,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 13:15,0,1,"",27.3,<0> ,50.89,<0> ,33.3,<0> ,120.9,<0> ,8.0,<0> ,0.52,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 13:30,0,1,"",27.3,<0> ,50.87,<0> ,33.3,<0> ,120.1,<0> ,7.9,<0> ,0.51,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 13:45,0,1,"",27.3,<0> ,50.95,<0> ,33.4,<0> ,118.0,<0> ,7.8,<0> ,0.51,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 14:00,0,1,"",27.3,<0> ,50.87,<0> ,33.3,<0> ,118.0,<0> ,7.8,<0> ,0.5,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 14:15,0,1,"",27.3,<0> ,50.86,<0> ,33.3,<0> ,115.6,<0> ,7.6,<0> ,0.49,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 14:30,0,1,"",27.2,<0> ,51.63,<0> ,33.9,<0> ,113.2,<0> ,7.4,<0> ,0.49,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 14:45,0,1,"",27.2,<0> ,50.82,<0> ,33.3,<0> ,116.1,<0> ,7.7,<0> ,0.48,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 15:00,0,1,"",27.2,<0> ,50.82,<0> ,33.3,<0> ,118.5,<0> ,7.8,<0> ,0.49,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 15:15,0,1,"",27.2,<0> ,51.03,<0> ,33.4,<0> ,118.0,<0> ,7.8,<0> ,0.47,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,5,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 15:30,0,1,"",27.1,<0> ,50.94,<0> ,33.4,<0> ,114.9,<0> ,7.6,<0> ,0.46,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,6,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 15:45,0,1,"",27.1,<0> ,50.95,<0> ,33.4,<0> ,112.1,<0> ,7.4,<0> ,0.46,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,6,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 16:00,0,1,"",27.1,<0> ,50.89,<0> ,33.3,<0> ,112.8,<0> ,7.4,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,3,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 16:15,0,1,"",27.1,<0> ,50.84,<0> ,33.3,<0> ,115.1,<0> ,7.6,<0> ,0.47,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 16:30,0,1,"",27.1,<0> ,50.83,<0> ,33.3,<0> ,115.2,<0> ,7.6,<0> ,0.45,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 16:45,0,1,"",27.1,<0> ,50.78,<0> ,33.3,<0> ,114.0,<0> ,7.5,<0> ,0.46,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 17:00,0,1,"",27.0,<0> ,50.82,<0> ,33.3,<0> ,112.8,<0> ,7.5,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 17:15,0,1,"",27.0,<0> ,50.74,<0> ,33.2,<0> ,111.4,<0> ,7.4,<0> ,0.42,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.1,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 17:30,0,1,"",27.0,<0> ,50.76,<0> ,33.2,<0> ,109.3,<0> ,7.2,<0> ,0.43,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 17:45,0,1,"",26.9,<0> ,50.72,<0> ,33.2,<0> ,106.9,<0> ,7.1,<0> ,0.43,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 18:00,0,1,"",26.9,<0> ,50.7,<0> ,33.2,<0> ,105.5,<0> ,7.0,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 18:15,0,1,"",26.9,<0> ,50.68,<0> ,33.2,<0> ,103.9,<0> ,6.9,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 18:30,0,1,"",26.9,<0> ,50.65,<0> ,33.2,<0> ,103.2,<0> ,6.9,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 18:45,0,1,"",26.9,<0> ,50.61,<0> ,33.1,<0> ,102.8,<0> ,6.8,<0> ,0.42,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 19:00,0,1,"",26.9,<0> ,50.68,<0> ,33.2,<0> ,101.9,<0> ,6.8,<0> ,0.43,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 19:15,0,1,"",26.9,<0> ,50.63,<0> ,33.2,<0> ,101.6,<0> ,6.7,<0> ,0.43,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,2,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 19:30,0,1,"",26.8,<0> ,50.62,<0> ,33.2,<0> ,98.8,<0> ,6.6,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 19:45,0,1,"",26.7,<0> ,50.65,<0> ,33.2,<0> ,92.4,<0> ,6.1,<0> ,0.45,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 20:00,0,1,"",26.7,<0> ,50.64,<0> ,33.2,<0> ,94.7,<0> ,6.3,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 20:15,0,1,"",26.6,<0> ,50.58,<0> ,33.1,<0> ,92.3,<0> ,6.1,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 20:30,0,1,"",26.6,<0> ,50.55,<0> ,33.1,<0> ,89.0,<0> ,5.9,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 20:45,0,1,"",26.6,<0> ,50.55,<0> ,33.1,<0> ,87.7,<0> ,5.8,<0> ,0.45,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 21:00,0,1,"",26.6,<0> ,50.52,<0> ,33.1,<0> ,85.2,<0> ,5.7,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 21:15,0,1,"",26.6,<0> ,50.66,<0> ,33.2,<0> ,81.6,<0> ,5.4,<0> ,0.45,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 21:30,0,1,"",26.6,<0> ,50.63,<0> ,33.2,<0> ,83.3,<0> ,5.6,<0> ,0.45,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 21:45,0,1,"",26.6,<0> ,50.6,<0> ,33.1,<0> ,79.8,<0> ,5.3,<0> ,0.45,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 22:00,0,1,"",26.6,<0> ,50.5,<0> ,33.1,<0> ,77.2,<0> ,5.1,<0> ,0.45,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 22:15,0,1,"",26.6,<0> ,50.46,<0> ,33.0,<0> ,74.3,<0> ,5.0,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 22:30,0,1,"",26.6,<0> ,50.58,<0> ,33.1,<0> ,76.0,<0> ,5.1,<0> ,0.45,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 22:45,0,1,"",26.6,<0> ,50.44,<0> ,33.0,<0> ,77.4,<0> ,5.2,<0> ,0.43,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 23:00,0,1,"",26.6,<0> ,50.85,<0> ,33.3,<0> ,77.8,<0> ,5.2,<0> ,0.43,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 23:15,0,1,"",26.6,<0> ,50.52,<0> ,33.1,<0> ,76.9,<0> ,5.1,<0> ,0.43,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 23:30,0,1,"",26.6,<0> ,50.45,<0> ,33.0,<0> ,75.9,<0> ,5.1,<0> ,0.43,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/01/2023 23:45,0,1,"",26.6,<0> ,50.39,<0> ,33.0,<0> ,71.9,<0> ,4.8,<0> ,0.43,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/02/2023 0:00,0,1,"",26.6,<0> ,50.43,<0> ,33.0,<0> ,69.8,<0> ,4.7,<0> ,0.42,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/02/2023 0:15,0,1,"",26.5,<0> ,50.41,<0> ,33.0,<0> ,68.0,<0> ,4.5,<0> ,0.43,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/02/2023 0:30,0,1,"",26.5,<0> ,50.46,<0> ,33.0,<0> ,64.3,<0> ,4.3,<0> ,0.42,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.8,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/02/2023 0:45,0,1,"",26.6,<0> ,50.43,<0> ,33.0,<0> ,70.0,<0> ,4.7,<0> ,0.43,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/02/2023 1:00,0,1,"",26.7,<0> ,50.35,<0> ,33.0,<0> ,78.6,<0> ,5.2,<0> ,0.43,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/02/2023 1:15,0,1,"",26.7,<0> ,50.36,<0> ,33.0,<0> ,78.9,<0> ,5.3,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/02/2023 1:30,0,1,"",26.7,<0> ,50.3,<0> ,32.9,<0> ,76.2,<0> ,5.1,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/02/2023 1:45,0,1,"",26.7,<0> ,50.28,<0> ,32.9,<0> ,80.4,<0> ,5.4,<0> ,0.44,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/02/2023 2:00,0,1,"",26.7,<0> ,50.65,<0> ,33.2,<0> ,83.8,<0> ,5.6,<0> ,0.45,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
"job19wq  ","P",01/02/2023 2:15,0,1,"",26.7,<0> ,50.36,<0> ,33.0,<0> ,85.4,<0> ,5.7,<0> ,0.46,<0> ,"",<-3> [GCR],"",<-1> ,"","",7.9,<0> ,1,<0> ,"",<-1> ,
