"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"lksbawq  ","P",04/18/2023 15:15,0,1,"",2.3,<0> (CND),0.19,<0> (CND),0.1,<0> (CND),91.3,<0> (CND),12.5,<0> (CND),1.46,<0> (CND),1.45,<3> ,"",<-1> ,"","",7.4,<0> (CND),28,<0> (CND),7.7,<0> (CND),
"lksbawq  ","P",04/18/2023 15:30,0,1,"",2.1,<0> ,0.19,<0> ,0.1,<0> ,91.7,<0> ,12.6,<0> ,1.46,<0> ,1.45,<3> ,"",<-1> ,"","",7.4,<0> ,30,<0> ,7.4,<0> ,
"lksbawq  ","P",04/18/2023 15:45,0,1,"",2.2,<0> ,0.18,<0> ,0.1,<0> ,92.0,<0> ,12.7,<0> ,1.45,<0> ,1.44,<3> ,"",<-1> ,"","",7.4,<0> ,30,<0> ,7.7,<0> ,
"lksbawq  ","P",04/18/2023 16:00,0,1,"",2.2,<0> ,0.19,<0> ,0.1,<0> ,91.6,<0> ,12.6,<0> ,1.46,<0> ,1.45,<3> ,"",<-1> ,"","",7.3,<0> ,30,<0> ,7.7,<0> ,
"lksbawq  ","P",04/18/2023 16:15,0,1,"",2.2,<0> ,0.2,<0> ,0.1,<0> ,91.0,<0> ,12.5,<0> ,1.47,<0> ,1.46,<3> ,"",<-1> ,"","",7.3,<0> ,29,<0> ,7.7,<0> ,
"lksbawq  ","P",04/18/2023 16:30,0,1,"",2.3,<0> ,0.19,<0> ,0.1,<0> ,91.0,<0> ,12.5,<0> ,1.49,<0> ,1.48,<3> ,"",<-1> ,"","",7.3,<0> ,28,<0> ,8.0,<0> ,
"lksbawq  ","P",04/18/2023 16:45,0,1,"",2.3,<0> ,0.19,<0> ,0.1,<0> ,91.6,<0> ,12.6,<0> ,1.49,<0> ,1.48,<3> ,"",<-1> ,"","",7.3,<0> ,29,<0> ,7.6,<0> ,
"lksbawq  ","P",04/18/2023 17:00,0,1,"",2.3,<0> ,0.2,<0> ,0.1,<0> ,91.2,<0> ,12.5,<0> ,1.48,<0> ,1.47,<3> ,"",<-1> ,"","",7.3,<0> ,28,<0> ,8.6,<0> ,
"lksbawq  ","P",04/18/2023 17:15,0,1,"",2.3,<0> ,0.2,<0> ,0.1,<0> ,91.0,<0> ,12.5,<0> ,1.47,<0> ,1.46,<3> ,"",<-1> ,"","",7.3,<0> ,29,<0> ,7.6,<0> ,
"lksbawq  ","P",04/18/2023 17:30,0,1,"",2.3,<0> ,0.19,<0> ,0.1,<0> ,91.1,<0> ,12.5,<0> ,1.45,<0> ,1.44,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,7.0,<0> ,
"lksbawq  ","P",04/18/2023 17:45,0,1,"",2.3,<0> ,0.19,<0> ,0.1,<0> ,91.1,<0> ,12.5,<0> ,1.44,<0> ,1.43,<3> ,"",<-1> ,"","",7.4,<0> ,29,<0> ,8.0,<0> ,
"lksbawq  ","P",04/18/2023 18:00,0,1,"",2.3,<0> ,0.19,<0> ,0.1,<0> ,91.2,<0> ,12.5,<0> ,1.43,<0> ,1.41,<3> ,"",<-1> ,"","",7.4,<0> ,29,<0> ,8.1,<0> ,
"lksbawq  ","P",04/18/2023 18:15,0,1,"",2.3,<0> ,0.19,<0> ,0.1,<0> ,91.1,<0> ,12.5,<0> ,1.42,<0> ,1.4,<3> ,"",<-1> ,"","",7.4,<0> ,29,<0> ,7.9,<0> ,
"lksbawq  ","P",04/18/2023 18:30,0,1,"",2.5,<0> ,0.18,<0> ,0.1,<0> ,91.7,<0> ,12.5,<0> ,1.41,<0> ,1.39,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,7.5,<0> ,
"lksbawq  ","P",04/18/2023 18:45,0,1,"",2.5,<0> ,0.19,<0> ,0.1,<0> ,92.0,<0> ,12.6,<0> ,1.4,<0> ,1.38,<3> ,"",<-1> ,"","",7.4,<0> ,29,<0> ,7.6,<0> ,
"lksbawq  ","P",04/18/2023 19:00,0,1,"",2.5,<0> ,0.19,<0> ,0.1,<0> ,92.1,<0> ,12.6,<0> ,1.4,<0> ,1.37,<3> ,"",<-1> ,"","",7.4,<0> ,29,<0> ,7.3,<0> ,
"lksbawq  ","P",04/18/2023 19:15,0,1,"",2.7,<0> ,0.18,<0> ,0.1,<0> ,93.1,<0> ,12.6,<0> ,1.39,<0> ,1.36,<3> ,"",<-1> ,"","",7.4,<0> ,30,<0> ,7.6,<0> ,
"lksbawq  ","P",04/18/2023 19:30,0,1,"",2.7,<0> ,0.18,<0> ,0.1,<0> ,93.3,<0> ,12.7,<0> ,1.37,<0> ,1.35,<3> ,"",<-1> ,"","",7.4,<0> ,29,<0> ,7.9,<0> ,
"lksbawq  ","P",04/18/2023 19:45,0,1,"",2.7,<0> ,0.18,<0> ,0.1,<0> ,93.5,<0> ,12.7,<0> ,1.34,<0> ,1.31,<3> ,"",<-1> ,"","",7.4,<0> ,29,<0> ,7.4,<0> ,
"lksbawq  ","P",04/18/2023 20:00,0,1,"",2.8,<0> ,0.17,<0> ,0.1,<0> ,94.2,<0> ,12.8,<0> ,1.33,<0> ,1.3,<3> ,"",<-1> ,"","",7.4,<0> ,30,<0> ,7.9,<0> ,
"lksbawq  ","P",04/18/2023 20:15,0,1,"",2.7,<0> ,0.17,<0> ,0.1,<0> ,94.2,<0> ,12.8,<0> ,1.35,<0> ,1.32,<3> ,"",<-1> ,"","",7.4,<0> ,30,<0> ,7.8,<0> ,
"lksbawq  ","P",04/18/2023 20:30,0,1,"",2.7,<0> ,0.18,<0> ,0.1,<0> ,93.3,<0> ,12.7,<0> ,1.38,<0> ,1.35,<3> ,"",<-1> ,"","",7.4,<0> ,29,<0> ,7.4,<0> ,
"lksbawq  ","P",04/18/2023 20:45,0,1,"",2.8,<0> ,0.16,<0> ,0.1,<0> ,95.0,<0> ,12.8,<0> ,1.38,<0> ,1.35,<3> ,"",<-1> ,"","",7.4,<0> ,31,<0> ,7.3,<0> ,
"lksbawq  ","P",04/18/2023 21:00,0,1,"",2.8,<0> ,0.17,<0> ,0.1,<0> ,94.2,<0> ,12.8,<0> ,1.38,<0> ,1.35,<3> ,"",<-1> ,"","",7.4,<0> ,31,<0> ,8.4,<0> ,
"lksbawq  ","P",04/18/2023 21:15,0,1,"",2.6,<0> ,0.18,<0> ,0.1,<0> ,92.8,<0> ,12.6,<0> ,1.39,<0> ,1.36,<3> ,"",<-1> ,"","",7.4,<0> ,29,<0> ,8.0,<0> ,
"lksbawq  ","P",04/18/2023 21:30,0,1,"",2.6,<0> ,0.18,<0> ,0.1,<0> ,92.6,<0> ,12.6,<0> ,1.39,<0> ,1.36,<3> ,"",<-1> ,"","",7.4,<0> ,27,<0> ,8.1,<0> ,
"lksbawq  ","P",04/18/2023 21:45,0,1,"",2.6,<0> ,0.18,<0> ,0.1,<0> ,92.8,<0> ,12.6,<0> ,1.4,<0> ,1.37,<3> ,"",<-1> ,"","",7.4,<0> ,29,<0> ,8.0,<0> ,
"lksbawq  ","P",04/18/2023 22:00,0,1,"",2.5,<0> ,0.19,<0> ,0.1,<0> ,92.0,<0> ,12.5,<0> ,1.43,<0> ,1.4,<3> ,"",<-1> ,"","",7.3,<0> ,27,<0> ,7.7,<0> ,
"lksbawq  ","P",04/18/2023 22:15,0,1,"",2.6,<0> ,0.17,<0> ,0.1,<0> ,93.1,<0> ,12.7,<0> ,1.45,<0> ,1.42,<3> ,"",<-1> ,"","",7.3,<0> ,28,<0> ,8.0,<0> ,
"lksbawq  ","P",04/18/2023 22:30,0,1,"",2.6,<0> ,0.18,<0> ,0.1,<0> ,92.7,<0> ,12.6,<0> ,1.48,<0> ,1.45,<3> ,"",<-1> ,"","",7.3,<0> ,30,<0> ,8.2,<0> ,
"lksbawq  ","P",04/18/2023 22:45,0,1,"",2.6,<0> ,0.18,<0> ,0.1,<0> ,92.3,<0> ,12.6,<0> ,1.5,<0> ,1.47,<3> ,"",<-1> ,"","",7.3,<0> ,30,<0> ,7.9,<0> ,
"lksbawq  ","P",04/18/2023 23:00,0,1,"",2.8,<0> ,0.17,<0> ,0.1,<0> ,94.0,<0> ,12.7,<0> ,1.52,<0> ,1.48,<3> ,"",<-1> ,"","",7.4,<0> ,30,<0> ,7.7,<0> ,
"lksbawq  ","P",04/18/2023 23:15,0,1,"",2.6,<0> ,0.16,<0> ,0.1,<0> ,93.8,<0> ,12.7,<0> ,1.5,<0> ,1.46,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,7.6,<0> ,
"lksbawq  ","P",04/18/2023 23:30,0,1,"",2.7,<0> ,0.16,<0> ,0.1,<0> ,94.1,<0> ,12.8,<0> ,1.48,<0> ,1.44,<3> ,"",<-1> ,"","",7.4,<0> ,32,<0> ,8.3,<0> ,
"lksbawq  ","P",04/18/2023 23:45,0,1,"",2.6,<0> ,0.17,<0> ,0.1,<0> ,93.3,<0> ,12.7,<0> ,1.47,<0> ,1.43,<3> ,"",<-1> ,"","",7.4,<0> ,29,<0> ,7.4,<0> ,
"lksbawq  ","P",04/19/2023 0:00,0,1,"",2.6,<0> ,0.17,<0> ,0.1,<0> ,93.0,<0> ,12.7,<0> ,1.53,<0> ,1.48,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,7.7,<0> ,
"lksbawq  ","P",04/19/2023 0:15,0,1,"",2.4,<0> ,0.18,<0> ,0.1,<0> ,91.9,<0> ,12.6,<0> ,1.55,<0> ,1.5,<3> ,"",<-1> ,"","",7.3,<0> ,30,<0> ,8.1,<0> ,
"lksbawq  ","P",04/19/2023 0:30,0,1,"",2.5,<0> ,0.17,<0> ,0.1,<0> ,92.9,<0> ,12.7,<0> ,1.56,<0> ,1.51,<3> ,"",<-1> ,"","",7.4,<0> ,30,<0> ,8.2,<0> ,
"lksbawq  ","P",04/19/2023 0:45,0,1,"",2.5,<0> ,0.16,<0> ,0.1,<0> ,93.8,<0> ,12.8,<0> ,1.53,<0> ,1.49,<3> ,"",<-1> ,"","",7.4,<0> ,31,<0> ,8.4,<0> ,
"lksbawq  ","P",04/19/2023 1:00,0,1,"",2.5,<0> ,0.17,<0> ,0.1,<0> ,92.6,<0> ,12.7,<0> ,1.49,<0> ,1.45,<3> ,"",<-1> ,"","",7.4,<0> ,29,<0> ,7.9,<0> ,
"lksbawq  ","P",04/19/2023 1:15,0,1,"",2.4,<0> ,0.16,<0> ,0.1,<0> ,93.0,<0> ,12.7,<0> ,1.49,<0> ,1.45,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,8.8,<0> ,
"lksbawq  ","P",04/19/2023 1:30,0,1,"",2.5,<0> ,0.16,<0> ,0.1,<0> ,92.9,<0> ,12.7,<0> ,1.48,<0> ,1.45,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,7.8,<0> ,
"lksbawq  ","P",04/19/2023 1:45,0,1,"",2.5,<0> ,0.16,<0> ,0.1,<0> ,93.2,<0> ,12.7,<0> ,1.52,<0> ,1.48,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,7.9,<0> ,
"lksbawq  ","P",04/19/2023 2:00,0,1,"",2.4,<0> ,0.16,<0> ,0.1,<0> ,92.8,<0> ,12.7,<0> ,1.56,<0> ,1.53,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,8.2,<0> ,
"lksbawq  ","P",04/19/2023 2:15,0,1,"",2.3,<0> ,0.17,<0> ,0.1,<0> ,92.3,<0> ,12.6,<0> ,1.55,<0> ,1.52,<3> ,"",<-1> ,"","",7.4,<0> ,29,<0> ,8.8,<0> ,
"lksbawq  ","P",04/19/2023 2:30,0,1,"",2.3,<0> ,0.17,<0> ,0.1,<0> ,91.5,<0> ,12.6,<0> ,1.53,<0> ,1.5,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,7.8,<0> ,
"lksbawq  ","P",04/19/2023 2:45,0,1,"",2.4,<0> ,0.16,<0> ,0.1,<0> ,92.7,<0> ,12.7,<0> ,1.5,<0> ,1.47,<3> ,"",<-1> ,"","",7.4,<0> ,27,<0> ,7.7,<0> ,
"lksbawq  ","P",04/19/2023 3:00,0,1,"",2.3,<0> ,0.17,<0> ,0.1,<0> ,92.3,<0> ,12.7,<0> ,1.47,<0> ,1.44,<3> ,"",<-1> ,"","",7.4,<0> ,30,<0> ,7.8,<0> ,
"lksbawq  ","P",04/19/2023 3:15,0,1,"",2.3,<0> ,0.17,<0> ,0.1,<0> ,92.4,<0> ,12.7,<0> ,1.46,<0> ,1.42,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,8.5,<0> ,
"lksbawq  ","P",04/19/2023 3:30,0,1,"",2.3,<0> ,0.17,<0> ,0.1,<0> ,92.3,<0> ,12.6,<0> ,1.47,<0> ,1.43,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,8.2,<0> ,
"lksbawq  ","P",04/19/2023 3:45,0,1,"",2.3,<0> ,0.17,<0> ,0.1,<0> ,92.2,<0> ,12.6,<0> ,1.48,<0> ,1.44,<3> ,"",<-1> ,"","",7.4,<0> ,27,<0> ,8.2,<0> ,
"lksbawq  ","P",04/19/2023 4:00,0,1,"",2.2,<0> ,0.17,<0> ,0.1,<0> ,91.6,<0> ,12.6,<0> ,1.46,<0> ,1.42,<3> ,"",<-1> ,"","",7.4,<0> ,27,<0> ,7.4,<0> ,
"lksbawq  ","P",04/19/2023 4:15,0,1,"",2.3,<0> ,0.17,<0> ,0.1,<0> ,92.1,<0> ,12.6,<0> ,1.44,<0> ,1.4,<3> ,"",<-1> ,"","",7.4,<0> ,30,<0> ,8.5,<0> ,
"lksbawq  ","P",04/19/2023 4:30,0,1,"",2.3,<0> ,0.17,<0> ,0.1,<0> ,92.0,<0> ,12.6,<0> ,1.44,<0> ,1.39,<3> ,"",<-1> ,"","",7.4,<0> ,26,<0> ,8.6,<0> ,
"lksbawq  ","P",04/19/2023 4:45,0,1,"",2.3,<0> ,0.17,<0> ,0.1,<0> ,92.3,<0> ,12.7,<0> ,1.44,<0> ,1.39,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,7.8,<0> ,
"lksbawq  ","P",04/19/2023 5:00,0,1,"",2.2,<0> ,0.16,<0> ,0.1,<0> ,92.2,<0> ,12.7,<0> ,1.45,<0> ,1.41,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,8.0,<0> ,
"lksbawq  ","P",04/19/2023 5:15,0,1,"",2.3,<0> ,0.16,<0> ,0.1,<0> ,92.6,<0> ,12.7,<0> ,1.45,<0> ,1.4,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,7.5,<0> ,
"lksbawq  ","P",04/19/2023 5:30,0,1,"",2.2,<0> ,0.16,<0> ,0.1,<0> ,92.0,<0> ,12.7,<0> ,1.46,<0> ,1.41,<3> ,"",<-1> ,"","",7.4,<0> ,28,<0> ,8.1,<0> ,
"lksbawq  ","P",04/19/2023 5:45,0,1,"",2.1,<0> ,0.17,<0> ,0.1,<0> ,91.2,<0> ,12.6,<0> ,1.5,<0> ,1.45,<3> ,"",<-1> ,"","",7.4,<0> ,27,<0> ,8.3,<0> ,
