"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"apacpnut  ","P",04/02/2002 11:55,1,1,1         ,1         ,"",0.0040,<4>  ,0.0270,<4>  ,0.0020,<4>  ,0.0480,<4>  C                   ,0.0500,<4>  ,1.8000,<4>  ,
"apacpnut  ","P",04/02/2002 11:56,1,1,1         ,2         ,"",0.0040,<4>  ,0.0290,<4>  ,0.0020,<4>  ,0.0460,<4>  C                   ,0.0480,<4>  ,1.8000,<4>  ,
"apacpnut  ","P",04/30/2002 11:15,1,1,1         ,1         ,"",0.0140,<4>  ,0.1380,<4>  ,0.0050,<4>  ,0.1150,<4>  C                   ,0.1200,<4>  ,1.2000,<4>  ,
"apacpnut  ","P",04/30/2002 11:15,1,1,1         ,2         ,"",0.0140,<4>  ,0.1260,<4>  ,0.0050,<4>  ,0.1270,<4>  C                   ,0.1320,<4>  ,1.5000,<4>  ,
"apacpnut  ","P",06/04/2002 11:03,1,1,1         ,1         ,"",0.0060,<4>  ,0.0490,<4>  ,0.0020,<4>  ,0.0240,<4>  C                   ,0.0260,<4>  ,3.4000,<4>  ,
"apacpnut  ","P",06/04/2002 11:03,1,1,1         ,2         ,"",0.0080,<4>  ,0.0520,<4>  ,0.0020,<4>  ,0.0260,<4>  C                   ,0.0280,<4>  ,2.6000,<4>  ,
"apacpnut  ","P",07/02/2002 9:53,1,1,1         ,1         ,"",0.0140,<4>  ,0.0830,<4>  ,0.0020,<4>  B                   ,"",<4>  B - C               ,0.0390,<4>  ,3.7000,<4>  ,
"apacpnut  ","P",07/02/2002 9:55,1,1,1         ,2         ,"",0.0170,<4>  ,0.0930,<4>  ,0.0020,<4>  B                   ,"",<4>  B - C               ,0.0400,<4>  ,3.0000,<4>  ,
"apacpnut  ","P",08/06/2002 12:13,1,1,1         ,1         ,"",0.0110,<4>  ,0.0400,<4>  ,0.0030,<4>  ,0.0360,<4>  C                   ,0.0390,<4>  ,7.8000,<4>  ,
"apacpnut  ","P",08/06/2002 12:13,1,1,1         ,2         ,"",0.0100,<4>  ,0.0340,<4>  ,0.0030,<4>  ,0.0370,<4>  C                   ,0.0400,<4>  ,10.0000,<4>  ,
"apacpnut  ","P",09/10/2002 9:00,1,1,1         ,1         ,"",0.0260,<4>  ,0.0390,<4>  ,0.0030,<4>  ,0.0130,<4>  C                   ,0.0160,<4>  ,0.8000,<4>  ,
"apacpnut  ","P",09/10/2002 9:00,1,1,1         ,2         ,"",0.0240,<4>  ,0.0380,<4>  ,0.0030,<4>  ,0.0150,<4>  C                   ,0.0180,<4>  ,0.8000,<4>  ,
"apacpnut  ","P",10/08/2002 8:55,1,1,1         ,1         ,"",0.0090,<4>  ,0.0360,<4>  ,0.0090,<4>  ,0.0200,<4>  C                   ,0.0290,<4>  ,2.6000,<4>  ,
"apacpnut  ","P",10/08/2002 8:57,1,1,1         ,2         ,"",0.0100,<4>  ,0.0370,<4>  ,0.0090,<4>  ,0.0190,<4>  C                   ,0.0280,<4>  ,2.1000,<4>  ,
"apacpnut  ","P",11/04/2002 10:05,1,1,1         ,1         ,"",0.0070,<4>  ,0.0600,<4>  ,0.0050,<4>  ,0.1010,<4>  C                   ,0.1060,<4>  ,3.4000,<4>  ,
"apacpnut  ","P",11/04/2002 10:06,1,1,1         ,2         ,"",0.0060,<4>  ,0.0620,<4>  ,0.0060,<4>  ,0.0930,<4>  C                   ,0.0990,<4>  ,4.0000,<4>  ,
"apacpnut  ","P",12/02/2002 12:10,1,1,1         ,1         ,"",0.0110,<4>  ,0.0650,<4>  ,0.0040,<4>  ,0.1100,<4>  C                   ,0.1140,<4>  ,2.6000,<4>  ,
"apacpnut  ","P",12/02/2002 12:11,1,1,1         ,2         ,"",0.0100,<4>  ,0.0570,<4>  ,0.0040,<4>  ,0.1090,<4>  C                   ,0.1130,<4>  ,2.1000,<4>  ,
