"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"apambnut  ","S",01/06/2015 9:13,1,1,1         ,1         ,"",0.0060,<0>  ,0.1600,<0>  ,"","","","",0.2100,<0>  ,3.2000,<0>  ,
"apambnut  ","S",02/11/2015 11:12,1,1,1         ,1         ,"",0.0040,<-4> [SBL] ,0.0060,<0>  ,"","","","",0.3100,<0>  ,8.2000,<0>  ,
"apambnut  ","S",03/10/2015 11:21,1,1,1         ,1         ,"",0.0060,<0>  ,0.0070,<0>  ,"","","","",0.3600,<0>  ,7.3000,<0>  ,
"apambnut  ","S",04/06/2015 12:24,1,1,1         ,1         ,"",0.0090,<0>  ,0.0130,<0>  ,"","","","",0.1500,<0>  ,17.0000,<0>  ,
"apambnut  ","S",05/07/2015 10:54,1,1,1         ,1         ,"",0.0040,<0>  ,0.0050,<0>  ,"","","","",0.1400,<0>  ,7.0000,<0>  ,
"apambnut  ","S",06/02/2015 10:20,1,1,1         ,1         ,"",0.0040,<-4> [SBL] ,0.0060,<0>  ,"","","","",0.1300,<0>  ,9.5000,<0>  ,
"apambnut  ","S",07/07/2015 10:25,1,1,1         ,1         ,"",0.0040,<-4> [SBL] ,0.0040,<0>  ,"","","","",0.0090,<0>  ,7.4000,<0>  ,
"apambnut  ","S",08/04/2015 12:23,1,1,1         ,1         ,"",0.0040,<-4> [SBL] ,0.0090,<0>  ,"","","","",0.0040,<-4> [SBL] ,7.7000,<0>  ,
"apambnut  ","S",09/01/2015 10:38,1,1,1         ,1         ,"",0.0050,<0>  ,0.0040,<0>  ,"","","","",0.0080,<0>  ,13.0000,<0>  ,
"apambnut  ","S",10/06/2015 11:29,1,1,1         ,1         ,"",0.0040,<-4> [SBL] ,0.0150,<0>  ,"","","","",0.0900,<0>  ,6.3000,<0>  ,
"apambnut  ","S",11/03/2015 13:07,1,1,1         ,1         ,"",0.0040,<-4> [SBL] ,0.0180,<0>  ,"","","","",0.0500,<0>  ,5.8000,<0>  ,
"apambnut  ","S",12/01/2015 14:32,1,1,1         ,1         ,"",0.0060,<0>  ,0.0100,<0>  ,"","","","",0.2400,<0>  ,7.0000,<0>  ,
